product_id,product_name,brand_id,category_id,model_year,list_price
50,Trek Silque SLR 7 Women's - 2017,9,7,2017,5999.99
51,Trek Silque SLR 8 Women's - 2017,9,7,2017,6499.99
52,Surly Steamroller - 2017,8,7,2017,875.99
53,Surly Ogre Frameset - 2017,8,7,2017,749.99
54,Trek Domane SL Disc Frameset - 2017,9,7,2017,3199.99
55,Trek Domane S 6 - 2017,9,7,2017,2699.99
56,Trek Domane SLR 6 Disc - 2017,9,7,2017,5499.99
57,Trek Emonda S 5 - 2017,9,7,2017,1999.99
58,Trek Madone 9.2 - 2017,9,7,2017,4999.99
59,Trek Domane S 5 Disc - 2017,9,7,2017,2599.99
60,Sun Bicycles ElectroLite - 2017,7,5,2017,1559.99
61,Trek Powerfly 8 FS Plus - 2017,9,5,2017,4999.99
62,Trek Boone 7 - 2017,9,4,2017,3499.99
63,Trek Boone Race Shop Limited - 2017,9,4,2017,3499.99
64,Electra Townie Original 7D - 2017,1,3,2017,489.99
65,Sun Bicycles Lil Bolt Type-R - 2017,7,3,2017,346.99
66,Sun Bicycles Revolutions 24 - 2017,7,3,2017,250.99
67,Sun Bicycles Revolutions 24 - Girl's - 2017,7,3,2017,250.99
68,Sun Bicycles Cruz 3 - 2017,7,3,2017,449.99
69,Sun Bicycles Cruz 7 - 2017,7,3,2017,416.99
70,Electra Amsterdam Original 3i - 2015/2017,1,3,2017,659.99
71,Sun Bicycles Atlas X-Type - 2017,7,3,2017,416.99
72,Sun Bicycles Biscayne Tandem 7 - 2017,7,3,2017,619.99
73,Sun Bicycles Brickell Tandem 7 - 2017,7,3,2017,749.99
74,Electra Cruiser Lux 1 - 2017,1,3,2017,439.99
75,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1,3,2017,599.99
76,"Electra Girl's Hawaii 1 16"" - 2017",1,3,2017,299.99
77,Electra Glam Punk 3i Ladies' - 2017,1,3,2017,799.99
78,Sun Bicycles Biscayne Tandem CB - 2017,7,3,2017,647.99
79,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,7,3,2017,402.99
80,Sun Bicycles Brickell Tandem CB - 2017,7,3,2017,761.99
81,Electra Amsterdam Fashion 7i Ladies' - 2017,1,3,2017,1099.99
82,Electra Amsterdam Original 3i Ladies' - 2017,1,3,2017,659.99
83,Trek Boy's Kickster - 2015/2017,9,1,2017,149.99
84,Sun Bicycles Lil Kitt'n - 2017,7,1,2017,109.99
85,Haro Downtown 16 - 2017,2,1,2017,329.99
86,Trek Girl's Kickster - 2017,9,1,2017,149.99
87,Trek Precaliber 12 Boys - 2017,9,1,2017,189.99
88,Trek Precaliber 12 Girls - 2017,9,1,2017,189.99
89,Trek Precaliber 16 Boys - 2017,9,1,2017,209.99
90,Trek Precaliber 16 Girls - 2017,9,1,2017,209.99
91,Trek Precaliber 24 (21-Speed) - Girls - 2017,9,1,2017,349.99
92,Haro Shredder 20 - 2017,2,1,2017,209.99
93,Haro Shredder 20 Girls - 2017,2,1,2017,209.99
94,Haro Shredder Pro 20 - 2017,2,1,2017,249.99
95,"Electra Girl's Hawaii 1 16"" - 2017",1,1,2017,299.99
96,Electra Moto 3i (20-inch) - Boy's - 2017,1,1,2017,349.99
97,Electra Savannah 3i (20-inch) - Girl's - 2017,1,1,2017,349.99
98,Electra Straight 8 3i (20-inch) - Boy's - 2017,1,1,2017,489.99
99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,1,1,2017,299.99
100,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,1,2017,489.99
101,Electra Townie 7D (20-inch) - Boys' - 2017,1,1,2017,339.99
102,Electra Townie Original 7D - 2017,1,2,2017,489.99
103,Sun Bicycles Streamway 3 - 2017,7,2,2017,551.99
104,Sun Bicycles Streamway - 2017,7,2,2017,481.99
105,Sun Bicycles Streamway 7 - 2017,7,2,2017,533.99
106,Sun Bicycles Cruz 3 - 2017,7,2,2017,449.99
107,Sun Bicycles Cruz 7 - 2017,7,2,2017,416.99
108,Sun Bicycles Cruz 3 - Women's - 2017,7,2,2017,449.99
109,Sun Bicycles Cruz 7 - Women's - 2017,7,2,2017,416.99
110,Sun Bicycles Drifter 7 - 2017,7,2,2017,470.99
111,Sun Bicycles Drifter 7 - Women's - 2017,7,2,2017,470.99
112,Trek 820 - 2018,9,6,2018,379.99
113,Trek Marlin 5 - 2018,9,6,2018,489.99
114,Trek Marlin 6 - 2018,9,6,2018,579.99
115,Trek Fuel EX 8 29 - 2018,9,6,2018,3199.99
116,Trek Marlin 7 - 2017/2018,9,6,2018,749.99
117,Trek Ticket S Frame - 2018,9,6,2018,1469.99
118,Trek X-Caliber 8 - 2018,9,6,2018,999.99
119,Trek Kids' Neko - 2018,9,6,2018,469.99
120,Trek Fuel EX 7 29 - 2018,9,6,2018,2499.99
121,Surly Krampus Frameset - 2018,8,6,2018,2499.99
122,Surly Troll Frameset - 2018,8,6,2018,2499.99
123,Trek Farley Carbon Frameset - 2018,9,6,2018,999.99
124,Surly Krampus - 2018,8,6,2018,1499
125,Trek Kids' Dual Sport - 2018,9,6,2018,469.99
126,Surly Big Fat Dummy Frameset - 2018,8,6,2018,469.99
127,Surly Pack Rat Frameset - 2018,8,6,2018,469.99
128,Surly ECR 27.5 - 2018,8,6,2018,1899
129,Trek X-Caliber 7 - 2018,9,6,2018,919.99
130,Trek Stache Carbon Frameset - 2018,9,6,2018,919.99
131,Heller Bloodhound Trail - 2018,3,6,2018,2599
132,Trek Procal AL Frameset - 2018,9,6,2018,1499.99
133,Trek Procaliber Frameset - 2018,9,6,2018,1499.99
134,Trek Remedy 27.5 C Frameset - 2018,9,6,2018,1499.99
135,Trek X-Caliber Frameset - 2018,9,6,2018,1499.99
136,Trek Procaliber 6 - 2018,9,6,2018,1799.99
137,Heller Shagamaw GX1 - 2018,3,6,2018,2599
138,Trek Fuel EX 5 Plus - 2018,9,6,2018,2249.99
139,Trek Remedy 7 27.5 - 2018,9,6,2018,2999.99
140,Trek Remedy 9.8 27.5 - 2018,9,6,2018,4999.99
141,Trek Stache 5 - 2018,9,6,2018,1599.99
142,Trek Fuel EX 8 29 XT - 2018,9,6,2018,3199.99
143,Trek Domane ALR 3 - 2018,9,7,2018,1099.99
144,Trek Domane ALR 4 Disc - 2018,9,7,2018,1549.99
145,Trek Domane ALR 5 Disc - 2018,9,7,2018,1799.99
146,Trek Domane SLR 6 - 2018,9,7,2018,4999.99
147,Trek Domane ALR 5 Gravel - 2018,9,7,2018,1799.99
148,Trek Domane SL 8 Disc - 2018,9,7,2018,5499.99
149,Trek Domane SLR 8 Disc - 2018,9,7,2018,7499.99
150,Trek Emonda SL 7 - 2018,9,7,2018,4499.99
151,Trek Domane ALR 4 Disc Women's - 2018,9,7,2018,1549.99
152,Trek Domane SL 5 Disc Women's - 2018,9,7,2018,2499.99
153,Trek Domane SL 7 Women's - 2018,9,7,2018,4999.99
154,Trek Domane SLR 6 Disc Women's - 2018,9,7,2018,5499.99
155,Trek Domane SLR 9 Disc - 2018,9,7,2018,11999.99
156,Trek Domane SL Frameset - 2018,9,7,2018,6499.99
157,Trek Domane SL Frameset Women's - 2018,9,7,2018,6499.99
158,Trek CrossRip 1 - 2018,9,7,2018,959.99
159,Trek Emonda ALR 6 - 2018,9,7,2018,2299.99
160,Trek Emonda SLR 6 - 2018,9,7,2018,4499.99
161,Surly ECR - 2018,8,7,2018,1899
162,Trek Emonda SL 6 Disc - 2018,9,7,2018,2999.99
163,Surly Pack Rat - 2018,8,7,2018,1349
164,Surly Straggler 650b - 2018,8,7,2018,1549
165,Trek 1120 - 2018,9,7,2018,2499.99
166,Trek Domane AL 2 Women's - 2018,9,7,2018,749.99
167,Surly ECR Frameset - 2018,8,7,2018,749.99
168,Surly Straggler - 2018,8,7,2018,1549
169,Trek Emonda SLR 8 - 2018,9,7,2018,6499.99
170,Trek CrossRip 2 - 2018,9,7,2018,1299.99
171,Trek Domane SL 6 - 2018,9,7,2018,3199.99
172,Trek Domane ALR Disc Frameset - 2018,9,7,2018,3199.99
173,Trek Domane ALR Frameset - 2018,9,7,2018,3199.99
174,Trek Domane SLR Disc Frameset - 2018,9,7,2018,3199.99
175,Trek Domane SLR Frameset - 2018,9,7,2018,3199.99
176,Trek Madone 9 Frameset - 2018,9,7,2018,3199.99
177,Trek Domane SLR 6 Disc - 2018,9,7,2018,5499.99
178,Trek Domane AL 2 - 2018,9,7,2018,749.99
179,Trek Domane AL 3 - 2018,9,7,2018,919.99
180,Trek Domane AL 3 Women's - 2018,9,7,2018,919.99
181,Trek Domane SL 5 - 2018,9,7,2018,2199.99
182,Trek Domane SL 5 Disc - 2018,9,7,2018,2499.99
183,Trek Domane SL 5 Women's - 2018,9,7,2018,2199.99
184,Trek Domane SL 6 Disc - 2018,9,7,2018,3499.99
185,Trek Conduit+ - 2018,9,5,2018,2799.99
186,Trek CrossRip+ - 2018,9,5,2018,4499.99
187,Trek Neko+ - 2018,9,5,2018,2799.99
188,Trek XM700+ Lowstep - 2018,9,5,2018,3499.99
189,Trek Lift+ Lowstep - 2018,9,5,2018,2799.99
190,Trek Dual Sport+ - 2018,9,5,2018,2799.99
191,Electra Loft Go! 8i - 2018,1,5,2018,2799.99
192,Electra Townie Go! 8i - 2017/2018,1,5,2018,2599.99
193,Trek Lift+ - 2018,9,5,2018,2799.99
194,Trek XM700+ - 2018,9,5,2018,3499.99
195,Electra Townie Go! 8i Ladies' - 2018,1,5,2018,2599.99
196,Trek Verve+ - 2018,9,5,2018,2299.99
197,Trek Verve+ Lowstep - 2018,9,5,2018,2299.99
198,Electra Townie Commute Go! - 2018,1,5,2018,2999.99
199,Electra Townie Commute Go! Ladies' - 2018,1,5,2018,2999.99
200,Trek Powerfly 5 - 2018,9,5,2018,3499.99
201,Trek Powerfly 5 FS - 2018,9,5,2018,4499.99
202,Trek Powerfly 5 Women's - 2018,9,5,2018,3499.99
203,Trek Powerfly 7 FS - 2018,9,5,2018,4999.99
204,Trek Super Commuter+ 7 - 2018,9,5,2018,3599.99
205,Trek Super Commuter+ 8S - 2018,9,5,2018,4999.99
206,Trek Boone 5 Disc - 2018,9,4,2018,3299.99
207,Trek Boone 7 Disc - 2018,9,4,2018,3999.99
208,Trek Crockett 5 Disc - 2018,9,4,2018,1799.99
209,Trek Crockett 7 Disc - 2018,9,4,2018,2999.99
210,Surly Straggler - 2018,8,4,2018,1549
211,Surly Straggler 650b - 2018,8,4,2018,1549
212,Electra Townie Original 21D - 2018,1,3,2018,559.99
213,Electra Cruiser 1 - 2016/2017/2018,1,3,2018,269.99
214,Electra Tiger Shark 3i - 2018,1,3,2018,899.99
215,Electra Queen of Hearts 3i - 2018,1,3,2018,749.99
216,Electra Super Moto 8i - 2018,1,3,2018,899.99
217,Electra Straight 8 3i - 2018,1,3,2018,909.99
218,Electra Cruiser 7D - 2016/2017/2018,1,3,2018,319.99
219,Electra Moto 3i - 2018,1,3,2018,639.99
220,Electra Cruiser 1 Ladies' - 2018,1,3,2018,269.99
221,Electra Cruiser 7D Ladies' - 2016/2018,1,3,2018,319.99
222,Electra Cruiser 1 Tall - 2016/2018,1,3,2018,269.99
223,Electra Cruiser Lux 3i - 2018,1,3,2018,529.99
224,Electra Cruiser Lux 7D - 2018,1,3,2018,479.99
225,Electra Delivery 3i - 2016/2017/2018,1,3,2018,959.99
226,Electra Townie Original 21D EQ - 2017/2018,1,3,2018,679.99
227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,3,2018,319.99
228,Electra Cruiser 7D Tall - 2016/2018,1,3,2018,319.99
229,Electra Cruiser Lux 1 - 2016/2018,1,3,2018,429.99
230,Electra Cruiser Lux 1 Ladies' - 2018,1,3,2018,429.99
231,Electra Cruiser Lux 3i Ladies' - 2018,1,3,2018,529.99
232,Electra Cruiser Lux 7D Ladies' - 2018,1,3,2018,479.99
233,Electra Cruiser Lux Fat Tire 7D - 2018,1,3,2018,639.99
234,Electra Daydreamer 3i Ladies' - 2018,1,3,2018,899.99
235,Electra Koa 3i Ladies' - 2018,1,3,2018,899.99
236,Electra Morningstar 3i Ladies' - 2018,1,3,2018,749.99
237,Electra Relic 3i - 2018,1,3,2018,849.99
238,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,3,2018,749.99
239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,3,2018,749.99
240,Electra Townie Commute 27D Ladies - 2018,1,3,2018,899.99
241,Electra Townie Commute 8D - 2018,1,3,2018,749.99
242,Electra Townie Commute 8D Ladies' - 2018,1,3,2018,699.99
243,Electra Townie Original 21D EQ Ladies' - 2018,1,3,2018,679.99
244,Electra Townie Original 21D Ladies' - 2018,1,3,2018,559.99
245,Electra Townie Original 3i EQ - 2017/2018,1,3,2018,659.99
246,Electra Townie Original 3i EQ Ladies' - 2018,1,3,2018,639.99
247,Electra Townie Original 7D EQ - 2018,1,3,2018,599.99
248,Electra Townie Original 7D EQ Ladies' - 2017/2018,1,3,2018,599.99
249,Electra White Water 3i - 2018,1,3,2018,749.99
250,Electra Townie Go! 8i - 2017/2018,1,3,2018,2599.99
251,Electra Townie Commute Go! - 2018,1,3,2018,2999.99
252,Electra Townie Commute Go! Ladies' - 2018,1,3,2018,2999.99
253,Electra Townie Go! 8i Ladies' - 2018,1,3,2018,2599.99
254,Electra Townie Balloon 3i EQ - 2017/2018,1,3,2018,749.99
255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,3,2018,899.99
256,Electra Townie Commute 27D - 2018,1,3,2018,899.99
257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1,3,2018,899.99
258,Electra Amsterdam Royal 8i - 2017/2018,1,3,2018,1259.9
259,Electra Amsterdam Royal 8i Ladies - 2018,1,3,2018,1199.99
260,Electra Townie Balloon 3i EQ Ladies' - 2018,1,3,2018,799.99
261,Electra Townie Balloon 7i EQ - 2018,1,3,2018,899.99
262,Trek MT 201 - 2018,9,1,2018,249.99
263,Strider Classic 12 Balance Bike - 2018,6,1,2018,89.99
264,Strider Sport 16 - 2018,6,1,2018,249.99
265,Strider Strider 20 Sport - 2018,6,1,2018,289.99
266,Trek Superfly 20 - 2018,9,1,2018,399.99
267,Trek Precaliber 12 Girl's - 2018,9,1,2018,199.99
268,Trek Kickster - 2018,9,1,2018,159.99
269,Trek Precaliber 12 Boy's - 2018,9,1,2018,199.99
270,Trek Precaliber 16 Boy's - 2018,9,1,2018,209.99
271,Trek Precaliber 16 Girl's - 2018,9,1,2018,209.99
272,Trek Precaliber 20 6-speed Boy's - 2018,9,1,2018,289.99
273,Trek Precaliber 20 6-speed Girl's - 2018,9,1,2018,289.99
274,Trek Precaliber 20 Boy's - 2018,9,1,2018,229.99
275,Trek Precaliber 20 Girl's - 2018,9,1,2018,229.99
276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,319.99
277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,369.99
278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,369.99
279,Trek Precaliber 24 7-speed Girl's - 2018,9,1,2018,319.99
280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99
281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99
282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,279.99
283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,319.99
284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,319.99
285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,279.99
286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99
287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,279.99
288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99
289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99
290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99
291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99
292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99
293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99
294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99
295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99
296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99
297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99
298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,279.99
299,Electra Townie Original 21D - 2018,1,2,2018,559.99
300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99
301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99
302,Electra Townie Original 1 - 2018,1,2,2018,449.99
303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99
304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99
305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99
306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99
307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99
308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99
309,Electra Townie Commute 27D - 2018,1,2,2018,899.99
310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99
311,Electra Townie Commute 8D - 2018,1,2,2018,749.99
312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99
313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99
314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99
315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99
316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99
317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99
318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99
319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99
320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99
321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99
